class,Tweet
pos,'@Chris_A_Smith OMG ASTRO WARS - I remember  spending AGES playing it! loved that game - played it very recently, my mum kept it pristine '
pos,'A weekend of Pure Awesomeness ahead... '
pos,'So excited about my 30 min yoga session ahead of me  Followed up by berocca and goats yoghurt  ooooooooooommmmmmmmmmmm'
pos,'@coffeeonline I really hope to visit someday.  Seems like a lovely place.  '
pos,'@sh00nya bad thing is i need to work more on it.... '
pos,'Oooo and i might be meeting someone in york about singing '
pos,'@johnlloydyoung Which one? Seems the JB blog is asking you for clues '
pos,'@amazondotjon http://twitpic.com/2xx4r - sweeeeet picture if only i could see his face haha sweet sunnies tho...i want them '
pos,'So you guys think ur so cool with ur bromances, well guess what we have homances! Thats right im in a homance with @StefanieErin '
pos,'@desieliz dont forget you owe me eightfive dollah ho!  lol'
pos,'SOOO TIRED. Should go to sleep earlier....but I cant!   Todays danceable tune: http://www.youtube.com/watch?v=5PK-D4bgo_Y '
pos,'@Josephine__B  hey hye you Twitter addict   i have something interesting to tell you tmoz im off to soccer xo'
pos,'Funny kid gives the evil look - Pretty damn funny  http://www.youtube.com/watch?v=o_U7TXqwCJc'
pos,'@suziam I have that movie on DVD! Twas a childhood favourite '
pos,'congratulates WeenKee on two adorable little guineapig babies whose names @blackshtef is going to crowdsource... Right? '
pos,'@chrislmar well if not sleep you should have stayed -- showers dont take four hours '
pos,'today Ive got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD itll never happen ... '
pos,'@JolijnPosthuma Dont think  Im saying that am I?!  as for your example one ZC doesn t mean a thing, but a set of all valid ZCs does! '
pos,'@mojosanjay Nice suggestion to Tharoors team on the use of Social Media. HIs asst must have responded. I believe he is on Twitter now '
pos,'Bring on the bank hol weekend '
pos,'Danni is sleeping this is her sis brittbut shell be on tomorrow maybe '
pos,'Meatloaf- I love it! '
pos,'@britzillah heyy i gots your package! Awww i have soo much to read up on!  Thanks forrr everythingggg and youre ice cool as well!'
pos,'Off to have a shower '
pos,'Good morning twitter world '
pos,'@JamesARay Its good to be in your dreams. '
pos,'Im uploading VEDA 7 as we speak '
pos,'Watching part one of the &quot;Who was Jesus&quot; trilogy from discovery channel  on dvr. '
pos,'@gabbler well you are a Charming Man, after all '
pos,'@sarallenconsult habe not tried that - I love watching movies and I get to watch 5 or 6 back to back !!! How cool is that '
pos,'@itsdawns got a grade of 100/100 on @grader.  Check it out:  http://twitter.grader.com/itsdawns WHHHOOOHOO YAHOOOOO and YEHHAAA now what '
pos,'@bkGirlFriday id have to guess its food-related: pixie stix or maybe  ... a Hostess treat like ding-dongs?  '
pos,'@styler i can come along i think now  am making a button necklace tonight '
pos,'going to soccer  yeahhhh'
pos,'http://www.deezer.com/track/2577641 On a nice day, I dont care what they say ! Ready for this nice day '
pos,'ok im being daring and wearing shorts and flip flops today '
pos,'@katehughes he has been like that for some time! there is also the paxman ! dont get me started '
pos,'@Tyrese4real Goodnight '
pos,'Is watching a zombie movie with paul, her random late night visitor. '
pos,'@you_know_better ??????? ??? ?? ??? '
pos,'@stephaniekate85 If I have one, I will! '
pos,'@abisignorelli Great article.. Personally I think he should tell F1 to stuff it and go and race Indy Car in the US.. '
pos,'Im off to work in a mo and am excitied about getting things ready for my new flat '
pos,'@hoccgoomusic  Goo ~ what made you so happy?   just wondering~~~'
pos,'@ceetee Talk about dedicated service '
pos,'@sammymax Just chomped on your seaweed. And liked it '
pos,'loves music '
pos,'woo. its late! haha  goodnight twitterverse! xoxo'
pos,'Morning all. Good to see all your avatars are back  felt a little twilightish there for a bit  haha '
pos,'@ShermanHu the last thing a woman needs is another man whos fast &amp; furious '
pos,'@mileycyrus counting sheep doesnt work.. Trick is.. Trying to stay awake. '
pos,'@litrik none of them    I deal with locals I trust '
pos,'@AdrianaLemus always happy to use them on.. ah.. for you. '
pos,'@RussellCrowbar On my skates '
pos,'Waheyy my cold is getting much better  It looks like its going to be a good day today!!!! '
pos,'@mlvalentine Merci! (Now I need to go find it before it falls off the stream... !) Say hi to Sophie for me '
pos,'My 6 canvases ... #30da (30 day artist experience) watch this hash tag all this month  http://twitpic.com/2y5rd'
pos,'@matthew858 also, you can use http://www.chombo.com.au/images/100meg.test to determine your throughput to our servers '
pos,'@RealHughJackman Wow...I had lunch at Dooleys @ Silverwater and thought THAT was a nice way to spend a couple of working hours...you win '
pos,'what a great day  8 readings straight and still going ! love the room at Chakra in Acland St it has the best energy !'
pos,'I LOVE TWITTER!! 2 days till Sams 16th YAY!! '
pos,'On the way to work! Looking forward to seeing @hollykins83 later! '
pos,'todays diet: 2 packets of chips, 2 apples, lots of maccas, biscuits and sultana cake '
pos,'Just had a fabulous day at disney land '
pos,'@mileycyrus hey Mi! how r u doing? ;P Greetings from Poland '
pos,'Countdown: 7:16 h until my vacation will start  8 days off, better than nothing. '
pos,'@TinkerDel Im getting my son and god kids over to bake a cake....my sister might have a easter hunt for the kids '
pos,'@balmain_belle bad news on the rejections, but all you need is 1! '
pos,'Happy Birthday my dear Love '
pos,'sitting at home and listen to my fav music '
pos,'@Framusic Ciao !!Come stai ?! Im in school during my Italian lesson, just thinking of you  Im in holiday this saturday, I cant wait! Love!'
pos,'@darrinreeves &quot;tate st ives&quot;...like the roof cafe '
pos,'@Jamaipanese but, you may want to be jumping in my suitcase in, oh, around August. Announcement to come soon '
pos,'@vampiravalo for my birthday which is in June...Either Razorblade Romance or Deep Shadows and Brilliant Highlights would be cool. '
pos,'@Pussycat253 it will all be worth it in the end '
pos,'watching a family movie with the kids - precious '
pos,'Chatting online '
pos,'@danielakrocks I hope so , If I hear anything I will post it here '
pos,'Im loving it...this time da pre poll drama is at its best n surely will reach its crescendo! '
pos,'hols are going great  suns out every1 is happy wot more cud i ask for XD'
pos,'And if you want privacy what you are you doing on twitter??? '
pos,'@Mattdavelewis  good Morning ,Matt ! have a smileriffic Day !!     '
pos,'@theDebbyRyan yknow, you look a little like Selena. '
pos,'@amethystfirefly If that doesnt work, well upload the pic. We snagged it  '
pos,'@mileycyrus Wow! It is officially napping now. Good Luck..... '
pos,'@LelahG  u already know'
pos,'@mileycyrus haha still up? ive tried it about 10 times and it only worked once, at like 100 haha . goodluck! and goodnight!  &lt;3'
pos,'Looking forward to the meeting with Pastor Kong and JW later! '
pos,'I saw the sun blazing through my window and just had to get out of bed... lush '
pos,'Has a craving to go to the Burswood soon  been too long!! '
pos,'Okay be safe v (ictoria) '
pos,'@markress Mucvhly welcome. '
pos,'@wafflesgirls  that is a LOT of cats...reasoning behind such a decision?'
pos,'@lucasdiaz how do you have it already?? gosh im thrilled '
pos,'@ysnjen its not the quantity of your users.. its the quality of your users  .. social media metrics!'
pos,'@rustyrockets Russell dear, will you go to prom with me? '
pos,'Part 3: long before the US became afraid of the words fuck, cock, pussy and so on   RAW is Delirous and DELIRIOUS is raw  5 out of 5'
pos,'Cookieex3 @lund91  Hahaaa, Thankyou(: The next episode of Silence is out soon '
pos,'@sian_the_mouse '
pos,'Morning everyone '
pos,'@bloghamptons that was an great story.  I remember last year that someone did that at a starbucks and it kept going down the line '
pos,'@leebrownhill unfortunately its hard not to be sometimes, hope todays better for you '
pos,'@7EpicBloggers  WOOOT Its my turn to blogg! '
pos,'Is going to a theme park '
pos,'yes! Bulls on Parade/Sleep Now in the Fire! perfect combo! '
pos,'@renesebastian jay for outlook! '
pos,'@scrufus @rochvergara Thanks! Ill look into them '
pos,'itttsss redsox seasonnnnnn '
pos,'BRITNEY is DEFINITELY a put on a show kinda girl!!  B L A S T!! '
pos,'@wenlock Thank you! Will try to take you up on that offer soon '
pos,'@Johnnyrecorder Just lovely '
pos,'@glen_george ive been drinking so much thums up in the same hope.. there is a apache rtr160 every hour '
pos,'Not even 9am and Im already advanced with my todays plans. It s gonna be a productive day  I ll watch 24 during lunch... '
pos,'@LdyDisney I want that in writing - like maybe a personalized signature in your new book... '
pos,'I cant go to sleep! lets conversate  '
pos,'@Tyrese4ReaL GOOD NIGHT MR GIBSON. '
pos,'@doubleickey u know those minichocolates in the shape of liquor bottles? with liqour inside em '
pos,'http://twitpic.com/2y5s2 - PIC of me n my boo! MINE MINE allllll mine  My tiny little boo is thee best.'
pos,'@imranhussain craving = irrational lust for something that isnt explained by actual need '
pos,'@duanestorey I heard is your birthday today? Congratulations &amp; Happy Birthday! Hope you have a great great day. '
pos,'Seems that Im having one of my &quot;kewl-mooded&quot; dayz somehow  Probably. Or I should drink less coffee?.. O_o argh. Need to buy coffee.'
pos,'@Kimalone thanks! '
pos,'Ugh shaney not shandy silly predicitve text. Foe the record I dont like shandys but I like shaney '
pos,'reading writing and CPing '
pos,'@mswilliamsmusic  Hope ur having a great night hun n that ur feeling better.'
pos,'@Babybandit my sister is like really good so i dont need to shout at her or something  makes my job easier. its fun working with kids '
pos,'im soo tired. But i have my hat now, graduation hat mom started crying when i had it on  Love u mom, and my Tiger'
pos,'@tesslee thanks, i prefer to keep my memories as it is... '
pos,'@minalagarwal I was referring to ur previous tweet about u (rather youll) doing it. Way to go putting it all out there on Twittersphere '
pos,'I have the urge to get the old microscope up and running. '
pos,'@duccky well there you go!  and no prob!'
pos,'was eating ham=o, i am pretty bored sooooo you should talk to me '
pos,'CHINA - your input / quotes for next months article in a Beijing mag. its titled &quot;The Self Diagnosed China Expert&quot; ...ooh. disruptive.  '
pos,'today Ive got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD itll never happen ... '
pos,'on Twitter, Facebook, Bebo, iTunes, and checking emails  i feel clever'
pos,'@candyoh13 that was me 2 days ago '
pos,'@sengming woh congrats. do blog abt it - were planning on a kinabalu trip too - mebbe in 2010 '
pos,'@stpolky still in retro mode I see  showing your age ;)'
pos,'@WULFFBOY aww..stop it....  u know i love ya'
pos,'going too guitarr lessons '
pos,'@irfanhaneefcl 4 what ?? '
pos,'@JonathanRKnight Aaah ur tweets always bring a smile to my face! Glad to hear ur enjoyin this ride as much as we are. Thank you '
pos,'I think I may often be a forgetful, irresponsible, pain in the ass. Youll be relieved to know that Im working on it.  '
pos,'coronation street '
pos,'@prisofreedom you bet I will.  but I mean, not JUST for you. HEHEHEE,'
pos,'http://twitpic.com/2y5ut - @nicholasbraun there you go '
pos,'@joomlaworks Im in '
pos,'@skoop cause its exactly those kinds of movements in the wrists that cause it :/ but maybe I m wrong. You ll see  '
pos,'Im on the computer veing cold because im so bored plus i m texting people  '
pos,'Friboourg Liipers: Stay at home, theres no more space in zurich '
pos,'got some new jeans '
pos,'@rustyrockets did you know that you were in a dutch newspaper the other day? '
pos,'is drooling over Paul Walker. Cant wait for FAST &amp; Furious '
pos,'Morning Tweeps, Hi-Score podcast episode 2 recording today. Dr Zack is hopefully picking up our mixer today to ensure better sound!! '
pos,'@NickiCawood lol, we think too much '
pos,'yay dancing with the stars in 40min!  haha wata nerrrd'
pos,'@emandeleon sta mesa, hmmm not really sure but hey its in manila , i can get by.. '
pos,'reading David Wells The Courage to be Protestant - marketeers &amp; emergents run for your life!  http://bit.ly/QBgN '
pos,'@Whatleydude youre a star  cheers!'
pos,'@blackshtef Willy and Wonka maybe, so you could say WeenKee Willy Wonka, could be fun in certain situations '
